Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
390004_cut_mobile.wav,80504,15,4,0,0,0,7.0,0.46706485748291016
1300204_cut_mobile.wav,1300204,15,4,0,0,1,15.0,0.46187400817871094
1110504_cut_mobile.wav,1110504,15,4,0,0,1,14.0,0.46041226387023926
903604_cut_mobile.wav,903604,15,4,0,0,1,8.0,0.46666693687438965
1121404_cut_mobile.wav,1420604,15,4,0,0,0,5.0,0.46387410163879395
1227104_cut_mobile.wav,1227104,15,4,0,0,1,10.0,0.48813796043395996
1247404_cut_mobile.wav,1310504,15,4,0,0,0,6.0,0.4786198139190674
1281204_cut_mobile.wav,1281204,15,4,0,0,1,38.0,0.47472572326660156
1042004_cut_mobile.wav,1042004,15,4,0,0,1,7.0,0.48331499099731445
1132204_cut_mobile.wav,1132204,15,4,0,0,1,21.0,0.4857637882232666
3904_cut_mobile.wav,3904,15,4,0,0,1,17.0,0.4663510322570801
863504_cut_mobile.wav,863504,15,4,0,0,1,6.0,0.4873991012573242
1415804_cut_mobile.wav,133704,15,4,0,0,0,12.0,0.47484898567199707
1270604_cut_mobile.wav,1270604,15,4,0,0,1,9.0,0.47237682342529297
1299504_cut_mobile.wav,1299504,15,4,0,0,1,15.0,0.4627070426940918
1092304_cut_mobile.wav,1092304,15,4,0,0,1,13.0,0.4613659381866455
1330504_cut_mobile.wav,1330504,15,4,0,0,1,18.0,0.4581570625305176
1009604_cut_mobile.wav,1009604,15,4,0,0,1,20.0,0.46198081970214844
1165404_cut_mobile.wav,1165404,15,4,0,0,1,15.0,0.4818840026855469
1319504_cut_mobile.wav,1319504,15,4,0,0,1,11.0,0.47373199462890625
