Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
1121404_cut_coding.wav,1121404,8,2,0,0,1,56.0,0.4798738956451416
1247404_cut_coding.wav,1247404,8,2,0,0,1,60.0,0.47451210021972656
1227104_cut_coding.wav,1227104,8,2,0,0,1,41.0,0.47381019592285156
1132204_cut_coding.wav,1132204,8,2,0,0,1,141.0,0.47272324562072754
1042004_cut_coding.wav,1042004,8,2,0,0,1,125.0,0.4729921817779541
1281204_cut_coding.wav,1281204,8,2,0,0,1,78.0,0.47721314430236816
3904_cut_coding.wav,3904,8,2,0,0,1,89.0,0.47325682640075684
1300204_cut_coding.wav,1300204,8,2,0,0,1,98.0,0.4690730571746826
390004_cut_coding.wav,390004,8,2,0,0,1,47.0,0.47182321548461914
1110504_cut_coding.wav,1110504,8,2,0,0,1,133.0,0.47833919525146484
903604_cut_coding.wav,903604,8,2,0,0,1,86.0,0.47672605514526367
1165404_cut_coding.wav,1165404,8,2,0,0,1,83.0,0.4756050109863281
1009604_cut_coding.wav,1009604,8,2,0,0,1,138.0,0.470491886138916
1330504_cut_coding.wav,1330504,8,2,0,0,1,97.0,0.4748499393463135
1319504_cut_coding.wav,1319504,8,2,0,0,1,64.0,0.48281383514404297
863504_cut_coding.wav,863504,8,2,0,0,1,56.0,0.47439098358154297
1415804_cut_coding.wav,1415804,8,2,0,0,1,24.0,0.4728100299835205
1270604_cut_coding.wav,1270604,8,2,0,0,1,63.0,0.47464609146118164
1092304_cut_coding.wav,1092304,8,2,0,0,1,125.0,0.47458791732788086
1299504_cut_coding.wav,1299504,8,2,0,0,1,96.0,0.47102785110473633
