Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
390004_cut_mobile.wav,1143804,15,4,1,1,0,15.0,0.5484340190887451
1300204_cut_mobile.wav,1300204,15,4,1,1,1,26.0,0.5460710525512695
1110504_cut_mobile.wav,1110504,15,4,1,1,1,31.0,0.5402178764343262
903604_cut_mobile.wav,903604,15,4,1,1,1,22.0,0.5449869632720947
1121404_cut_mobile.wav,259404,15,4,1,1,0,14.0,0.5468521118164062
1227104_cut_mobile.wav,47404,15,4,1,1,0,17.0,0.5742547512054443
1247404_cut_mobile.wav,1060604,15,4,1,1,0,16.0,0.5523219108581543
1281204_cut_mobile.wav,1281204,15,4,1,1,1,57.0,0.5486788749694824
1042004_cut_mobile.wav,1345604,15,4,1,1,0,15.0,0.5772778987884521
1132204_cut_mobile.wav,1132204,15,4,1,1,1,39.0,0.5729548931121826
3904_cut_mobile.wav,3904,15,4,1,1,1,31.0,0.5462198257446289
863504_cut_mobile.wav,863504,15,4,1,1,1,18.0,0.5735762119293213
1415804_cut_mobile.wav,133704,15,4,1,1,0,16.0,0.5519838333129883
1270604_cut_mobile.wav,1270604,15,4,1,1,1,18.0,0.5543458461761475
1299504_cut_mobile.wav,1299504,15,4,1,1,1,23.0,0.543267011642456
1092304_cut_mobile.wav,1092304,15,4,1,1,1,21.0,0.5443990230560303
1330504_cut_mobile.wav,1330504,15,4,1,1,1,32.0,0.5438461303710938
1009604_cut_mobile.wav,1009604,15,4,1,1,1,30.0,0.5456070899963379
1165404_cut_mobile.wav,1165404,15,4,1,1,1,24.0,0.5627849102020264
1319504_cut_mobile.wav,1319504,15,4,1,1,1,22.0,0.5549139976501465
