Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut_noise.wav,903604,15,4,0,0,1,37.0,0.4742732048034668
1227104_cut_noise.wav,1227104,15,4,0,0,1,11.0,0.47505879402160645
863504_cut_noise.wav,863504,15,4,0,0,1,30.0,0.473114013671875
1110504_cut_noise.wav,1110504,15,4,0,0,1,60.0,0.4734609127044678
1299504_cut_noise.wav,1299504,15,4,0,0,1,22.0,0.4715766906738281
1319504_cut_noise.wav,1319504,15,4,0,0,1,36.0,0.4713599681854248
1121404_cut_noise.wav,1121404,15,4,0,0,1,41.0,0.4712560176849365
1165404_cut_noise.wav,1165404,15,4,0,0,1,35.0,0.47417593002319336
1281204_cut_noise.wav,1281204,15,4,0,0,1,39.0,0.4735829830169678
1247404_cut_noise.wav,1247404,15,4,0,0,1,38.0,0.47245192527770996
3904_cut_noise.wav,3904,15,4,0,0,1,32.0,0.4712941646575928
1330504_cut_noise.wav,1330504,15,4,0,0,1,39.0,0.4712340831756592
1042004_cut_noise.wav,1042004,15,4,0,0,1,46.0,0.47301769256591797
1092304_cut_noise.wav,1092304,15,4,0,0,1,46.0,0.4813699722290039
1009604_cut_noise.wav,1009604,15,4,0,0,1,47.0,0.4763600826263428
1415804_cut_noise.wav,1415804,15,4,0,0,1,14.0,0.4711627960205078
1270604_cut_noise.wav,1270604,15,4,0,0,1,27.0,0.47114014625549316
1132204_cut_noise.wav,1132204,15,4,0,0,1,73.0,0.47016310691833496
1300204_cut_noise.wav,1300204,15,4,0,0,1,56.0,0.46893310546875
390004_cut_noise.wav,390004,15,4,0,0,1,13.0,0.4697859287261963
