Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut_noise.wav,903604,8,2,1,1,1,173.0,0.5634732246398926
1227104_cut_noise.wav,1375904,8,2,1,1,0,68.0,0.5529131889343262
863504_cut_noise.wav,863504,8,2,1,1,1,189.0,0.550771951675415
1110504_cut_noise.wav,1110504,8,2,1,1,1,241.0,0.5498337745666504
1299504_cut_noise.wav,1299504,8,2,1,1,1,213.0,0.5507829189300537
1319504_cut_noise.wav,1319504,8,2,1,1,1,118.0,0.5542857646942139
1121404_cut_noise.wav,1121404,8,2,1,1,1,88.0,0.550156831741333
1165404_cut_noise.wav,1165404,8,2,1,1,1,138.0,0.5544450283050537
1281204_cut_noise.wav,1281204,8,2,1,1,1,198.0,0.5594849586486816
1247404_cut_noise.wav,1247404,8,2,1,1,1,118.0,0.5518569946289062
3904_cut_noise.wav,3904,8,2,1,1,1,221.0,0.5493528842926025
1330504_cut_noise.wav,1330504,8,2,1,1,1,223.0,0.5490438938140869
1042004_cut_noise.wav,1042004,8,2,1,1,1,171.0,0.5511288642883301
1092304_cut_noise.wav,1092304,8,2,1,1,1,169.0,0.5470631122589111
1009604_cut_noise.wav,1009604,8,2,1,1,1,208.0,0.5500259399414062
1415804_cut_noise.wav,1415804,8,2,1,1,1,79.0,0.5499899387359619
1270604_cut_noise.wav,1270604,8,2,1,1,1,157.0,0.5487041473388672
1132204_cut_noise.wav,1132204,8,2,1,1,1,198.0,0.5507118701934814
1300204_cut_noise.wav,1300204,8,2,1,1,1,153.0,0.547382116317749
390004_cut_noise.wav,390004,8,2,1,1,1,131.0,0.5520749092102051
