Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
1121404_cut_coding.wav,1121404,11,3,0,0,1,40.0,0.4772789478302002
1247404_cut_coding.wav,1247404,11,3,0,0,1,33.0,0.4726240634918213
1227104_cut_coding.wav,1227104,11,3,0,0,1,25.0,0.4748222827911377
1132204_cut_coding.wav,1132204,11,3,0,0,1,79.0,0.4731321334838867
1042004_cut_coding.wav,1042004,11,3,0,0,1,71.0,0.47315287590026855
1281204_cut_coding.wav,1281204,11,3,0,0,1,54.0,0.47609782218933105
3904_cut_coding.wav,3904,11,3,0,0,1,56.0,0.4722161293029785
1300204_cut_coding.wav,1300204,11,3,0,0,1,75.0,0.4722161293029785
390004_cut_coding.wav,390004,11,3,0,0,1,18.0,0.47191572189331055
1110504_cut_coding.wav,1110504,11,3,0,0,1,70.0,0.4712960720062256
903604_cut_coding.wav,903604,11,3,0,0,1,49.0,0.473858118057251
1165404_cut_coding.wav,1165404,11,3,0,0,1,52.0,0.47308897972106934
1009604_cut_coding.wav,1009604,11,3,0,0,1,71.0,0.4712350368499756
1330504_cut_coding.wav,1330504,11,3,0,0,1,58.0,0.47533226013183594
1319504_cut_coding.wav,1319504,11,3,0,0,1,41.0,0.4771151542663574
863504_cut_coding.wav,863504,11,3,0,0,1,38.0,0.4726531505584717
1415804_cut_coding.wav,1415804,11,3,0,0,1,17.0,0.4735140800476074
1270604_cut_coding.wav,1270604,11,3,0,0,1,37.0,0.47578883171081543
1092304_cut_coding.wav,1092304,11,3,0,0,1,54.0,0.47598886489868164
1299504_cut_coding.wav,1299504,11,3,0,0,1,59.0,0.47441720962524414
