Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
390004_cut_mobile.wav,1183604,8,2,0,0,0,18.0,0.4712679386138916
1300204_cut_mobile.wav,1300204,8,2,0,0,1,43.0,0.4691290855407715
1110504_cut_mobile.wav,1110504,8,2,0,0,1,49.0,0.46223998069763184
903604_cut_mobile.wav,903604,8,2,0,0,1,26.0,0.4678468704223633
1121404_cut_mobile.wav,25804,8,2,0,0,0,13.0,0.46591997146606445
1227104_cut_mobile.wav,1227104,8,2,0,0,1,18.0,0.4884529113769531
1247404_cut_mobile.wav,1247404,8,2,0,0,1,19.0,0.4780137538909912
1281204_cut_mobile.wav,1281204,8,2,0,0,1,88.0,0.4771568775177002
1042004_cut_mobile.wav,1042004,8,2,0,0,1,34.0,0.4872410297393799
1132204_cut_mobile.wav,1132204,8,2,0,0,1,68.0,0.4902820587158203
3904_cut_mobile.wav,3904,8,2,0,0,1,59.0,0.46804308891296387
863504_cut_mobile.wav,863504,8,2,0,0,1,23.0,0.48821115493774414
1415804_cut_mobile.wav,133704,8,2,0,0,0,15.0,0.4788401126861572
1270604_cut_mobile.wav,1270604,8,2,0,0,1,36.0,0.47713375091552734
1299504_cut_mobile.wav,1299504,8,2,0,0,1,36.0,0.46705007553100586
1092304_cut_mobile.wav,1092304,8,2,0,0,1,58.0,0.4681422710418701
1330504_cut_mobile.wav,1330504,8,2,0,0,1,62.0,0.46253204345703125
1009604_cut_mobile.wav,1009604,8,2,0,0,1,67.0,0.46843600273132324
1165404_cut_mobile.wav,1165404,8,2,0,0,1,34.0,0.4845890998840332
1319504_cut_mobile.wav,1319504,8,2,0,0,1,33.0,0.48219799995422363
