Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut_noise.wav,903604,11,3,1,1,1,97.0,0.5507509708404541
1227104_cut_noise.wav,1227104,11,3,1,1,1,32.0,0.5473747253417969
863504_cut_noise.wav,863504,11,3,1,1,1,111.0,0.5493953227996826
1110504_cut_noise.wav,1110504,11,3,1,1,1,130.0,0.5496120452880859
1299504_cut_noise.wav,1299504,11,3,1,1,1,123.0,0.5501980781555176
1319504_cut_noise.wav,1319504,11,3,1,1,1,74.0,0.5478570461273193
1121404_cut_noise.wav,1121404,11,3,1,1,1,55.0,0.548198938369751
1165404_cut_noise.wav,1165404,11,3,1,1,1,83.0,0.5507040023803711
1281204_cut_noise.wav,1281204,11,3,1,1,1,115.0,0.5497138500213623
1247404_cut_noise.wav,1247404,11,3,1,1,1,50.0,0.5482790470123291
3904_cut_noise.wav,3904,11,3,1,1,1,128.0,0.5488801002502441
1330504_cut_noise.wav,1330504,11,3,1,1,1,130.0,0.5485279560089111
1042004_cut_noise.wav,1042004,11,3,1,1,1,97.0,0.5497181415557861
1092304_cut_noise.wav,1092304,11,3,1,1,1,80.0,0.5474340915679932
1009604_cut_noise.wav,1009604,11,3,1,1,1,102.0,0.5466310977935791
1415804_cut_noise.wav,1415804,11,3,1,1,1,36.0,0.5491549968719482
1270604_cut_noise.wav,1270604,11,3,1,1,1,89.0,0.5500130653381348
1132204_cut_noise.wav,1132204,11,3,1,1,1,108.0,0.5478401184082031
1300204_cut_noise.wav,1300204,11,3,1,1,1,117.0,0.546112060546875
390004_cut_noise.wav,390004,11,3,1,1,1,71.0,0.5502150058746338
