Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut.wav,903604,17,5,1,1,1,45.0,0.5525152683258057
1009604_cut.wav,1009604,17,5,1,1,1,57.0,0.5478470325469971
1247404_cut.wav,1247404,17,5,1,1,1,31.0,0.5492959022521973
1415804_cut.wav,1415804,17,5,1,1,1,32.0,0.5482909679412842
1299504_cut.wav,1299504,17,5,1,1,1,35.0,0.5464611053466797
1092304_cut.wav,1092304,17,5,1,1,1,41.0,0.7101352214813232
1132204_cut.wav,1132204,17,5,1,1,1,79.0,0.5452368259429932
1121404_cut.wav,1121404,17,5,1,1,1,53.0,0.6088850498199463
1165404_cut.wav,1165404,17,5,1,1,1,49.0,0.5467929840087891
1042004_cut.wav,1042004,17,5,1,1,1,51.0,0.5449450016021729
1270604_cut.wav,1270604,17,5,1,1,1,46.0,0.5471658706665039
863504_cut.wav,863504,17,5,1,1,1,62.0,0.5497047901153564
390004_cut.wav,390004,17,5,1,1,1,42.0,0.545769214630127
1319504_cut.wav,1319504,17,5,1,1,1,43.0,0.5477650165557861
1227104_cut.wav,1227104,17,5,1,1,1,16.0,0.5464410781860352
1281204_cut.wav,1281204,17,5,1,1,1,57.0,0.5486328601837158
3904_cut.wav,3904,17,5,1,1,1,51.0,0.5496261119842529
1110504_cut.wav,1110504,17,5,1,1,1,56.0,0.5517048835754395
1300204_cut.wav,1300204,17,5,1,1,1,61.0,0.5454041957855225
1330504_cut.wav,1330504,17,5,1,1,1,56.0,0.5476882457733154
