Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
1121404_cut_coding.wav,1121404,17,5,0,0,1,31.0,0.4744880199432373
1247404_cut_coding.wav,1247404,17,5,0,0,1,21.0,0.4708828926086426
1227104_cut_coding.wav,1227104,17,5,0,0,1,8.0,0.47234606742858887
1132204_cut_coding.wav,1132204,17,5,0,0,1,52.0,0.47115397453308105
1042004_cut_coding.wav,1042004,17,5,0,0,1,33.0,0.47118687629699707
1281204_cut_coding.wav,1281204,17,5,0,0,1,24.0,0.47187209129333496
3904_cut_coding.wav,3904,17,5,0,0,1,28.0,0.470822811126709
1300204_cut_coding.wav,1300204,17,5,0,0,1,30.0,0.4698200225830078
390004_cut_coding.wav,390004,17,5,0,0,1,9.0,0.4714350700378418
1110504_cut_coding.wav,1110504,17,5,0,0,1,32.0,0.4719269275665283
903604_cut_coding.wav,903604,17,5,0,0,1,23.0,0.4696650505065918
1165404_cut_coding.wav,1165404,17,5,0,0,1,28.0,0.47044992446899414
1009604_cut_coding.wav,1009604,17,5,0,0,1,39.0,0.47043299674987793
1330504_cut_coding.wav,1330504,17,5,0,0,1,23.0,0.47001075744628906
1319504_cut_coding.wav,1319504,17,5,0,0,1,20.0,0.46814513206481934
863504_cut_coding.wav,863504,17,5,0,0,1,23.0,0.4740269184112549
1415804_cut_coding.wav,1415804,17,5,0,0,1,13.0,0.4733309745788574
1270604_cut_coding.wav,1270604,17,5,0,0,1,17.0,0.4723949432373047
1092304_cut_coding.wav,1092304,17,5,0,0,1,26.0,0.4745311737060547
1299504_cut_coding.wav,1299504,17,5,0,0,1,19.0,0.47286295890808105
