Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut.wav,903604,8,2,0,0,1,119.0,0.6392340660095215
1009604_cut.wav,1009604,8,2,0,0,1,180.0,0.5009810924530029
1247404_cut.wav,1247404,8,2,0,0,1,116.0,0.47402310371398926
1415804_cut.wav,1415804,8,2,0,0,1,72.0,0.47318029403686523
1299504_cut.wav,1299504,8,2,0,0,1,118.0,0.4737968444824219
1092304_cut.wav,1092304,8,2,0,0,1,198.0,0.4735879898071289
1132204_cut.wav,1132204,8,2,0,0,1,246.0,0.4699709415435791
1121404_cut.wav,1121404,8,2,0,0,1,147.0,0.47182273864746094
1165404_cut.wav,1165404,8,2,0,0,1,114.0,0.47208213806152344
1042004_cut.wav,1042004,8,2,0,0,1,223.0,0.4734070301055908
1270604_cut.wav,1270604,8,2,0,0,1,102.0,0.4741230010986328
863504_cut.wav,863504,8,2,0,0,1,74.0,0.4738748073577881
390004_cut.wav,390004,8,2,0,0,1,56.0,0.4726450443267822
1319504_cut.wav,1319504,8,2,0,0,1,113.0,0.47358107566833496
1227104_cut.wav,1227104,8,2,0,0,1,69.0,0.47073793411254883
1281204_cut.wav,1281204,8,2,0,0,1,101.0,0.47505784034729004
3904_cut.wav,3904,8,2,0,0,1,97.0,0.47304511070251465
1110504_cut.wav,1110504,8,2,0,0,1,221.0,0.4709198474884033
1300204_cut.wav,1300204,8,2,0,0,1,169.0,0.4783132076263428
1330504_cut.wav,1330504,8,2,0,0,1,123.0,0.47577905654907227
