Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
903604_cut_noise.wav,903604,11,3,0,0,1,65.0,0.4777536392211914
1227104_cut_noise.wav,1227104,11,3,0,0,1,17.0,0.47905993461608887
863504_cut_noise.wav,863504,11,3,0,0,1,48.0,0.4753432273864746
1110504_cut_noise.wav,1110504,11,3,0,0,1,104.0,0.4722249507904053
1299504_cut_noise.wav,1299504,11,3,0,0,1,58.0,0.4710042476654053
1319504_cut_noise.wav,1319504,11,3,0,0,1,51.0,0.4752998352050781
1121404_cut_noise.wav,1121404,11,3,0,0,1,44.0,0.47390317916870117
1165404_cut_noise.wav,1165404,11,3,0,0,1,49.0,0.4743039608001709
1281204_cut_noise.wav,1281204,11,3,0,0,1,53.0,0.4742751121520996
1247404_cut_noise.wav,1247404,11,3,0,0,1,46.0,0.4707520008087158
3904_cut_noise.wav,3904,11,3,0,0,1,52.0,0.4690260887145996
1330504_cut_noise.wav,1330504,11,3,0,0,1,72.0,0.4734809398651123
1042004_cut_noise.wav,1042004,11,3,0,0,1,74.0,0.47118210792541504
1092304_cut_noise.wav,1092304,11,3,0,0,1,65.0,0.4724617004394531
1009604_cut_noise.wav,1009604,11,3,0,0,1,69.0,0.46997594833374023
1415804_cut_noise.wav,1415804,11,3,0,0,1,18.0,0.47250819206237793
1270604_cut_noise.wav,1270604,11,3,0,0,1,42.0,0.4717381000518799
1132204_cut_noise.wav,1132204,11,3,0,0,1,99.0,0.47365498542785645
1300204_cut_noise.wav,1300204,11,3,0,0,1,107.0,0.4723331928253174
390004_cut_noise.wav,390004,11,3,0,0,1,21.0,0.47398996353149414
