Query,Original Query name,dist_freq,dist_time,tol_freq,tol_time,Hit,TP,Time (s)
1121404_cut_coding.wav,1121404,11,3,1,1,1,52.0,0.5507760047912598
1247404_cut_coding.wav,1247404,11,3,1,1,1,47.0,0.5526762008666992
1227104_cut_coding.wav,1227104,11,3,1,1,1,42.0,0.5516579151153564
1132204_cut_coding.wav,1132204,11,3,1,1,1,103.0,0.5465390682220459
1042004_cut_coding.wav,1042004,11,3,1,1,1,98.0,0.5483660697937012
1281204_cut_coding.wav,1281204,11,3,1,1,1,109.0,0.5504441261291504
3904_cut_coding.wav,3904,11,3,1,1,1,114.0,0.5485630035400391
1300204_cut_coding.wav,1300204,11,3,1,1,1,104.0,0.5497400760650635
390004_cut_coding.wav,390004,11,3,1,1,1,54.0,0.5589251518249512
1110504_cut_coding.wav,1110504,11,3,1,1,1,108.0,0.5502989292144775
903604_cut_coding.wav,903604,11,3,1,1,1,88.0,0.5482969284057617
1165404_cut_coding.wav,1165404,11,3,1,1,1,94.0,0.5507769584655762
1009604_cut_coding.wav,1009604,11,3,1,1,1,104.0,0.5468649864196777
1330504_cut_coding.wav,1330504,11,3,1,1,1,124.0,0.5479402542114258
1319504_cut_coding.wav,1319504,11,3,1,1,1,67.0,0.5483078956604004
863504_cut_coding.wav,863504,11,3,1,1,1,92.0,0.5487821102142334
1415804_cut_coding.wav,1415804,11,3,1,1,1,35.0,0.5452830791473389
1270604_cut_coding.wav,1270604,11,3,1,1,1,78.0,0.5480749607086182
1092304_cut_coding.wav,1092304,11,3,1,1,1,70.0,0.5460469722747803
1299504_cut_coding.wav,1299504,11,3,1,1,1,113.0,0.548382043838501
